InspectionID,DefectCategory,SeverityWeight,TranslatedText,VaderCompound
81908,Logistics Issue,3.0,It took me a while to make the delivery.,0.0
81911,Logistics Issue,3.0,"On the last day of the deadline, they said by the system of the request that the piece was unavailable, and I've already been alerting you of the American by email, that it was running out of time and had not even generated a tax note yet,",0.0
81913,Fulfillment Error,3.5,The version of Scanner Mini ELM 327 I received is 2.1.,0.0
81920,Not a Defect,0.0,The product was delivered.,0.0
81937,Logistics Issue,3.0,I have not yet received the product,0.0
81946,Not a Defect,0.0,"I got the product, even though when I went to charge the battery inflated and dropped out the back cover, summarizing. I didn't even use the product and already gave it a problem.",-0.4019
81948,Fulfillment Error,3.32,I'd like to know where's my hello kitty bottle?,0.3612
81954,Logistics Issue,3.0,It really is a blackout curtain. From the date of payment to the receipt gave less than 5 user days.,0.0
81959,Logistics Issue,3.05,"This store does not deliver the products together. When more than one unit is purchased, and if you contact them, they pay little attention to the situation.",-0.1027
81961,Not a Defect,0.0,"Good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good",0.9998
81981,Not a Defect,0.0,The hose burst before use.,0.0
82005,Fulfillment Error,3.48,"I got the product but from what I identified is false is not the same that is announced in the photos, very boring to go through that, the Lannister should have a more strict control with the third parties",0.0414
82012,Fulfillment Error,3.74,Product delivered wrong,-0.4767
82032,Fulfillment Error,3.33,"I bought two blackout curtains, sw owls, got only one, ha a curtain I know and two parts as illustrated on the site, I'm waiting for the outside.",0.34
82039,Logistics Issue,3.28,Very Chatty Late Very upset to pay 25 freight and at least send to SEDEX 10.. or something similar. wait almost 20 days. and nothing,-0.5509
82040,Not a Defect,0.0,"Partial receipt So far I only received part of the purchase. I received only the square chandeliers, as the NF only records the two, I imagine the half moon chandelier is still coming. I just wish I had been warned that it would be separated",0.1531
82051,Logistics Issue,3.16,Product was delivered with a lot of delay,-0.3182
82054,Fulfillment Error,3.76,I got the wrong product!,-0.5255
82056,Not a Defect,0.0,That's not what I expected.,0.0
82065,Fulfillment Error,3.49,"I recommend I wanted dvd player and not recorder, it was a mistake",0.0258
82070,Fulfillment Error,3.6,"I do not recommend sewn with dark line on the clear part of the curtain, very ugly, I requested cancellation, I did not receive the post code, please send.",-0.203
82073,Not a Defect,0.0,"- No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",0.0
82075,Fulfillment Error,3.5,"I bought a product in which I needed it to be 800ml, only the product I received has 750ml.",0.0
82087,Fulfillment Error,3.68,"I only got the film, but the salesman sent a letter informing me that there was a problem with the supplier, and as soon as it's resolved, he'll send the hood, I'm waiting...",-0.3612
82094,Fulfillment Error,3.65,"Delivery I'm waiting for an answer, because my delivery was partially delivered, this one missing a light.",-0.296
82095,Quality Issue,2.5,The button turns on the device but does not turn it off. It has to be taken out of the socket to turn it off.,0.0
82103,Not a Defect,0.0,"The product doesn't heat up. I left it on for an hour and putting my hand on the wires can even feel it warm, with a sheet on it, can't feel anything. I've already notified the Lannister.",0.6249
82120,Logistics Issue,3.31,The only problem was the delay in receiving it. I didn't even think it would come,-0.6124
82124,Fulfillment Error,3.06,"The fabric is great the fulfillment at the time also to, although at the width did not come exactly four meters came much less, so you should have bought two there yes it looks like in the photo. It arrives well before the deadline",0.886
82135,Fulfillment Error,3.5,"There was only one unit, but at the nf, the two described, when did you see the second unit?",0.0
82146,Fulfillment Error,3.55,"Request partially delivered, missing product cartridge HP 92. Request urgent delivery.",-0.1027
82149,Not a Defect,0.0,It's all good.,0.4404
82162,Quality Issue,2.56,Woven a little lower but for the price.,-0.1163
82163,Logistics Issue,2.67,"It came within the promised deadline (12 working days) but that deadline seems to me very long. I buy products from Amazon.com in the United States, and they arrive faster.",0.6652
82179,Logistics Issue,2.78,"So far I haven't received my product, I've bought it before and it's come right... I hope to receive my product soon...",0.4404
82183,Logistics Issue,3.22,"It must be, but I didn't open the package because I want to cancel the production since last month, but it's hard!",-0.4482
82197,Not a Defect,0.0,It's okay.,0.2263
82199,Quality Issue,2.14,Good product! I expected a slightly better quality!,0.7262
82202,Fulfillment Error,3.28,"Good night, my order came by talking to the glass film, it's the capa carteira you picked up.",0.4404
82218,Fulfillment Error,3.5,"So far, I've only received one item, and that's two...",0.0
82220,Major Product Issue,4.09,Product Damaged I received the Diary of the Baby with a small tear on the back cover and several pages crushed. I would like to exchange it. Thank you. Andreia,-0.1779
82229,Logistics Issue,3.14,I don't recommend they didn't give me the product.,-0.2755
82241,Fulfillment Error,3.46,"We've got a zipper to wash. They came in pretty dirty, ripped box.",0.0772
82269,Fulfillment Error,3.5,I got a salad cutter instead of the cages.,0.0
82279,Logistics Issue,3.0,Merchandise has already passed the delivery deadline.,0.0
82280,Not a Defect,0.0,Good...,0.4404
82286,Logistics Issue,3.0,"This scissors must be being manufactured so far, pq the delivery forecast was 15/3 (it was already a long time, compared to the c/o of another product purchased on the same day). Hj, 19/3, nothing.",0.0
82297,Logistics Issue,3.0,I just don't give five stars because I haven't gotten the other product I bought yet.,0.0
82299,Quality Issue,2.76,"The delivery was made correctly, within the estimated time, although the pot is of very low quality. It is not worth it!",-0.5189
82304,Logistics Issue,3.0,We've still got it.,0.0
82320,Quality Issue,2.5,"FOR the material does not seem to have much durability, and color is darker than the image of illustration!",0.0
82325,Not a Defect,0.0,I want my product Note I don't have to want my product,0.0201
82330,Not a Defect,0.0,"The watch, (present from children's day to my daughter) Does not work!!!!!",0.0
82339,Fulfillment Error,3.5,The cape didn't come.,0.0
82345,Fulfillment Error,3.65,zero one of the armchairs missing the 04 feet stick,-0.296
82347,Logistics Issue,3.3,"The store is opting for a means of transport knowingly with structural problems, without commitment to customers.",-0.5972
82348,Logistics Issue,3.0,"So far, I haven't received my merchandise.",0.0
82355,Fulfillment Error,3.67,"So I don't recommend, instead of delivering the product I bought, they gave me another one.",-0.3343
82371,Major Product Issue,4.21,Comes crushed or rotted,-0.4215
82373,Fulfillment Error,3.62,"I made the purchase, where two weak of the product came from. In fact they delivered the package and signed as received, but only one bottle came. And the other? Real mismatch with the consumer",-0.2382
82377,Logistics Issue,3.0,Targaryen doesn't get in the way.,0.0
82382,Service Defect,2.06,"After disturbances with the first purchase I received a voucher from the store for another purchase to be made with the value, but in the second request with the value of the voucher there was a problem in the payment",-0.1154
82398,Logistics Issue,3.0,"Delivery time for day 22/08, but until the moment they did not deliver the product to me",0.0
82400,Not a Defect,0.0,I'm waiting.,0.0
82407,Logistics Issue,2.78,"I bought on 28/11 and until today 20/12, I did not receive the product. The delivery deadline ended on 19/12. Remembering that it is a Christmas gift. I keep waiting.",0.4404
82408,Logistics Issue,3.19,I've been waiting for a response from the company for days about the delay in my product!,-0.3802
82429,Fulfillment Error,3.66,How do they solve this problem?,-0.3237
82430,Fulfillment Error,3.63,"Well, the dumpster's only for confectionery and very small dirty cotton.",-0.2682
82436,Logistics Issue,2.82,The product has arrived on time... thank you,0.3612
82442,Not a Defect,0.0,The shop is not responsible for the transfer of the purchase.,-0.2411
82451,Quality Issue,2.82,"product of bad quality. even before using the skateboard was already taking off the adhesive. the shields unscrewed with ease. I did not like and do not recommend this product,",-0.6393
82470,Fulfillment Error,3.4,"False watch, hard to believe the Lannister Stores share this sting",0.2023
82474,Quality Issue,2.74,"the product fails a lot, falls directly and sometimes doesn't work and doesn't reset!",-0.4753
82477,Logistics Issue,3.11,They didn't send a tax note and delayed delivery a little bit.,-0.2263
82489,Logistics Issue,2.8,I bought 3 RCA cables + 1 cell phone support. I was only delivered 1 RCA cable.,0.4019
82498,Logistics Issue,3.38,"A lot of time for delivery, horrible packaging, the product's come in dirty.",-0.7506
82510,Fulfillment Error,3.5,In the picture the product is one and the time the product arrived and completely different.,0.0
82518,Logistics Issue,2.86,The store takes a long time to generate the note and send it. And even more so to make the outing. I made the cancellation the meadow was still in the store. I could have stayed there and already solved everything.,0.2732
82527,Not a Defect,0.0,"I didn't like the product wasn't exactly what I expected. In the photos it seemed to be bigger. Not to mention that a detail fell from the clerk's tester at the time I took it out of the box. Actually, the product isn't worth what it cost.",-0.4168
82531,Not a Defect,0.0,"Products look fake, not like the ones I've been importing.",-0.6381
82541,Logistics Issue,3.12,"Second product in the same month that I don't get, I'm sure I won't be buying in the Lannister anymore, my last purchase was that.",-0.2411
82549,Not a Defect,0.0,I recommend the product,0.3612
82550,Fulfillment Error,3.8,"I bought the goods more the same came without N.Fiscal, without Manual of Mounting, arm came crushed, the lid of the table all marked with risks and some woods with sign of mold, I requested the return",-0.5994
82568,Critical Failure,5.0,I didn't get it. I was on schedule for 02/04. I'm asking for the money back.,0.0
82573,Not a Defect,0.0,Good.,0.4404
82588,Logistics Issue,3.26,"I bought the male kit, as it falls so much, that I could only use, the support, pq the male did not work. I paid an absurd and hated!!!",-0.5229
82591,Not a Defect,0.0,"Sheet Game The ad stopped bringing information about the fabric, giving the impression that it was 100% cotton, because it was percal. Actually, it was only 80% cotton. Nor did it say how many pieces it was.",0.34
82596,Not a Defect,0.0,My product came with defalcation in the painting (scratch) and didn't call in any way!,0.0
82599,Logistics Issue,3.0,"Stark partners do not meet their delivery deadlines, and do not provide any assistance to their customers.",0.0
82609,Logistics Issue,3.0,"I can't give my opinion, since I haven't gotten the product yet.",0.0
82637,Logistics Issue,3.25,"Very late in delivery, without customer feedback. I hope you will never need to buy anything in this store again. I would never recommend it is ever shop! I am even afraid not to receive the product! Indignant!!!",-0.4902
82641,Fulfillment Error,3.85,"Product delivered badly packed, with no description of frail, the glasses came all broken, to the poops, I'm trying to resolve by site and phone baratheon without answer.",-0.7003
82643,Quality Issue,2.87,"Product of poor quality, drop all the whistle of the brush on you. I don't recommend it.",-0.7438
82658,Fulfillment Error,3.5,The product never showed up at home!,0.0
82663,Not a Defect,0.0,"Incomplete Product Unfortunately, the product packaging has arrived violated. I am waiting to refund or send the rest of the purchased product.",-0.7003
82667,Fulfillment Error,3.59,"lack of product they delivered the tablet and it was delivered the table, so I want a reply I have in mind that they said that it was delivered together.",-0.1832
82670,Not a Defect,0.0,good product I recommend to all,0.6597
82674,Logistics Issue,3.0,It's taking me a while to get my product!!!,0.0
82680,Quality Issue,2.74,Product of poor quality does not meet the description,-0.4767
82684,Logistics Issue,3.0,I thought it took a long time for the delivery.,0.0
82692,Not a Defect,0.0,I served in the army in 1968 I used the tractors but they were smaller and the joint fit much better These I have to make course to ñ cut me in the knife when opening and closing. Bad and dangerous fit,-0.296
82714,Not a Defect,0.0,Nice and light.,0.4215
82715,Fulfillment Error,3.53,"The towels I bought were both dark-colored, yet it came light-colored. Which I didn't want.",-0.0572
82718,Fulfillment Error,3.45,"I ordered the product once and came in the divergent color. It was made the voucher for exchange. I retype the purchase and, to my surprise, it came wrong again. I do not buy anymore. I do not recommend. It is very relaxing.",0.0984
82729,Logistics Issue,3.0,Product not delivered Only 1 of the products was delivered (the rope) I did not receive the palmar.,0.0
82740,Logistics Issue,2.57,"The product is good, but the delivery is very slow, I will think more times before buying, there is the free market and with the same value of freight the product arrives in less than 7 days",0.8591
82743,Not a Defect,0.0,I want the value back.,0.4019
82745,Fulfillment Error,3.76,I don't recommend it because the film's missing,-0.5122
82746,Not a Defect,0.0,"Good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good",0.9998
82761,Logistics Issue,3.2,"I waited weeks for the product to arrive and when the delivery deadline was over, I received an email saying that you had a problem with the delivery.",-0.4019
82773,Quality Issue,2.5,"It could be five stars, but by the fact that the piano glass is cracked, I won't be able to give the five stars.",0.0
82787,Logistics Issue,2.92,"I've already made several purchases at lannister.com and I've never had any problems, but this time I didn't get my products. I got an e-mail informing that it was p/ to be withdrawn from a post office because if I buy",0.1603
82792,Not a Defect,0.0,"Incompetence I requested the cancellation of the purchase after purchase, the note fainda had not been issued and returned the next day saying that it would not be possible to cancel because the product had already been dispatched",-0.6486
82801,Fulfillment Error,3.81,"The headphone is not the original version of samsung, and the quality of it is terrible.",-0.6202
82802,Logistics Issue,3.0,I haven't received the product yet...,0.0
82819,Logistics Issue,2.88,"Good afternoon, I always liked to buy through the Lannister portal, more recently I have had problems with delivery. (risk area) .so I ask you to review on the page the withdrawal option in the store.",0.25
82828,Quality Issue,2.09,"delivery was made on time, the quality of the product is regular, but if compared to the price is good and looks nice. As for the store everything ok.",0.8201
82831,Critical Failure,4.86,"The outsourcer said there was no product in stock, so the purchase was cancelled and I still haven't received the balance of the value on my credit card!",0.2714
82837,Fulfillment Error,3.5,They sold a product they didn't have in stock.,0.0
82839,Quality Issue,2.75,Very weak product,-0.4927
82840,Logistics Issue,3.0,"I cannot comment, because they have not yet delivered the product, and the card has already arrived, I even used it in other shops and even I have already paid the invoice.",0.0
82845,Fulfillment Error,3.5,Product The product announced was not exactly what I received....in the announced sphygmomanometer would come with the writing tycos ...and did not come....,0.0
82854,Fulfillment Error,3.18,I recommend yes I received only 1 painting kit. I'm waiting for the other kit.,0.6369
82866,Quality Issue,2.53,"good product, but not as well finished as in the photo",-0.0698
82868,Fulfillment Error,3.7,So far I've only got a problem with the Eletrolux brand.,-0.4019
82877,Quality Issue,2.66,"I got the faulty product, never turned on the device, and look at our voltage's 220v.",-0.3182
82878,Fulfillment Error,3.8,I bought and arrived another product of different color and much lower quality. Only disorder in this purchase.,-0.5994
82879,Logistics Issue,3.06,"I canceled the purchase a day later, on the site appears as delivered product, and I received nothing and was still charged on my card. I want the cancellation immediately.",-0.128
82885,Logistics Issue,3.0,I canceled the order a week ago and I haven't been reimbursed yet.,0.0
82904,Logistics Issue,2.82,It was right before the deadline. Thank you.,0.3612
82912,Logistics Issue,2.79,super late merchandise I don't recommend,0.4195
82920,Logistics Issue,3.0,My product hasn't arrived yet.,0.0
82930,Fulfillment Error,3.5,"I bought a double necklace, the pendant is the same as the photo in the stark app, but the necklace is totally different, and it came in the golden color, wanted in silver and the necklace the same as the photo!",0.0
82945,Not a Defect,0.0,"The description of the product was unclear, I imagined that the individual protectors of the menus came together, but only one box came.",-0.128
82948,Quality Issue,2.82,"12 v p/ 110v adapter I bought the adapter, but very weak, did not serve for mini compressor. I thought it should come with more specification. But I will go back to the store, asking first about the product with the sold",-0.6474
82967,Quality Issue,2.29,"Nice kit, a little fragile.",0.4215
82968,Logistics Issue,3.0,I haven't received the product yet.,0.0
82969,Logistics Issue,3.03,"I don't recommend, delivery was 19/01 and so far nothing yet and no answer.",-0.0572
82976,Quality Issue,2.42,"I didn't like the blackout curtain material, it looks plastic, but everything's fine now.",0.1643
82978,Not a Defect,0.0,In the product's discretion you might have said it was plastic; there are waterproof fabrics too (I thought it was fabric and not plastic).,0.0
82985,Logistics Issue,3.24,Long delivery time (18days) and still do not deliver the product within the deadline. Only after the deadline expires is that there was a stark contact saying that there would be no delivery (jury?) Never again!!!,-0.4724
82987,Logistics Issue,3.0,All she wanted was the fact that she paid for the freight is that she had to get picked up at the post office.,0.0
82996,Fulfillment Error,3.5,"He was expecting the Mini Billiards Game Sinuca Snooker in Madeira and was introduced to the ""Mini Table Pebolim Full Football Game already delivered in order 2 by Tip store.",0.0
82999,Not a Defect,0.0,I bought two beds and was delivered to me only one. I came in contact two days ago and they haven't given me any satisfaction yet!,0.4926
83004,Quality Issue,2.3,"the product meets the need, but the preservation leaves to be desired.",0.3919
83017,Not a Defect,0.0,I want my product or my money back.,0.0772
83023,Logistics Issue,3.0,"The product has arrived, but it took a long time.",0.0
83030,Logistics Issue,3.0,Too long so far I haven't received my product,0.0
83042,Quality Issue,2.5,Didn't give you two days off the movie.,0.0
83045,Logistics Issue,3.16,I did not receive the request in the estimated time and was not informed of the reason for the delay.,-0.3182
83054,Fulfillment Error,3.12,"Well, I just didn't like the fragrances, very funny and sweet.",0.7541
83064,Logistics Issue,3.0,I thought because it was a well-conceived store would be faster the delivery I found where there's a lot of red tape and it takes too long,0.0
83071,Fulfillment Error,3.06,I really liked the clock a little smaller than I expected and take it even more yes great purchase,0.8876
83072,Fulfillment Error,3.5,It's not for 15.6/pol notes.,0.0
83092,Logistics Issue,3.0,It's too late to order.,0.0
83093,Not a Defect,0.0,Depends on customer,0.0
83106,Not a Defect,0.0,"Yeah, I thought it was hot.",0.296
83109,Not a Defect,0.0,"They available the product on the stark website, but the same was not available in the store. I concluded the purchase, which was approved by sign and then informed me that it would not be possible to send me the product",0.5719
83112,Fulfillment Error,3.5,Product delivered was totally different from the request,0.0
83116,Not a Defect,0.0,Like and recommend,0.6124
83117,Logistics Issue,3.0,"The product wasn't delivered to me, it's been 3 days since the delivery date and I don't have any more information from the store.",0.0
83118,Fulfillment Error,3.68,"They only forgot to put if they received the product in good condition, because I bought 5 pendants and came in a box of weak cardboard without almost nothing protection with it two came crushed....ai you will complain",-0.3612
83119,Fulfillment Error,3.65,The delivery came missing merchandise. I only got half the order.,-0.296
83130,Fulfillment Error,3.58,"missing the cooking pad, the note shows the product, but the product has NOT been delivered",-0.1531
83138,Critical Failure,5.0,It was the first time I made a purchase on the internet and it was a terrible experience.Now I want to know if I'm going to get hurt? I didn't get the product and I want my money back!!,-0.7568
83148,Fulfillment Error,3.5,The painting I bought along with the watch did not arrive. The watch was delivered without the painting.,0.0
83151,Logistics Issue,2.75,"I am waiting for my request, I was on delivery date until 20/04/2017, today is 22/04/2017 and I have still received. With this I keep opening, I ask that the Lannister take due care.",0.4939
83162,Logistics Issue,3.15,"After I made the purchase, it took 30 days for the store to inform me that it no longer has the merchandise.",-0.296
83165,Quality Issue,2.77,"I recommend Delivered within the deadline, but the size of the fingers was restricted, and the material could be of higher quality, the part of the fist could also be longer !!!",-0.5463
83167,Logistics Issue,3.0,"Although the product was delivered within the deadline, it took a long time to be delivered.",0.0
83171,Not a Defect,0.0,Pretty simple the more the value was compact,0.7076
83174,Logistics Issue,3.0,My product is late for delivery on the 10/03.,0.0
83182,Logistics Issue,3.0,"Product out of date, not yet delivered",0.0
83188,Quality Issue,2.7,"Fast delivery, but I didn't like the product.",-0.395
83191,Not a Defect,0.0,mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,0.0
83202,Not a Defect,0.0,"Bad Doesn't read the DVDs and CDs, when I tried to make the exchange on the site stopped at the exact time of completion of the complaint. Finally I got tired and lost my money.",-0.8957
83211,Fulfillment Error,3.72,Wrong product The shower I bought is the model with the flexible deflector. The delivered shower came WITHOUT the flexible deflector. How should I proceed?,-0.434
83223,Not a Defect,0.0,I didn't know they were comic books to frame.,0.0
83224,Quality Issue,2.81,"I bought a wallet, which arrived even before the deadline. However, in less than a month of use, the wallet finish broke loose.",-0.6249
83230,Fulfillment Error,3.65,You've been missing two pieces.,-0.296
83236,Fulfillment Error,3.6,"I got the Playstation 2 device and it didn't come with the original control came a parallel, the device has flawed, first alloy and if turned off it doesn't turn on again only after a long time it turns on",-0.2023
83249,Fulfillment Error,3.5,I bought two curtains and only one curtain was delivered.,0.0
83251,Logistics Issue,2.95,"My product n still reached destination, I still received n can evaluate.",0.1027
83252,Logistics Issue,3.0,I haven't received my purchase yet.,0.0
83255,Critical Failure,5.0,We didn't get the product.,0.0
83256,Logistics Issue,3.0,Hello I bought 3 pieces equal to 59.90$ only one was delivered the other 2 products have not yet been delivered. I need an information about urgent outcome. Because I am being charged for 3 products.,0.0
83257,Fulfillment Error,3.74,My product came wrong. What procedure for you to perform the correct exchange and shipment?,-0.4767
83261,Fulfillment Error,3.32,I'm not going to confirm a delivery like this where two products bought just arrived a so that the purchase and tracking code says it was delivered the two complicated goods this,0.3612
83262,Fulfillment Error,3.44,"The product that appears in the Order and the Tax Note is not what was delivered to me. The Order and NF are for Cover Case Black wallet, but it was delivered film + cover in transparent gel. I want the exchange.",0.1154
83263,Not a Defect,0.0,"A negative point was the sale of products that do not have in stock, which frustrated the consumer.",-0.7964
83265,Fulfillment Error,3.5,"The carpet in the photo of the ad was black, but it was delivered in the color chocolate (clearer than tobacco)! I saw and reviewed the photo in different monitors and settings and in all the color of the carpet is black.",0.0
83277,Logistics Issue,3.21,I made a purchase at the same time as 2 cortinas received one. I can't get in touch to solve the problem. But I'm still waiting for a return to solve my problem.,-0.4215
83297,Not a Defect,0.0,I emailed Targaryen and didn't get an answer. I didn't get the product. Bad seller. I want to cancel the purchase,-0.6369
83301,Not a Defect,0.0,Not that I don't recommend s,-0.2755
83306,Quality Issue,2.5,Remote control doesn't work right. It's used once and then it doesn't work anymore.,0.0
83316,Fulfillment Error,3.5,I bought and paid for 2 products but only received 1.,0.0
83323,Fulfillment Error,3.7,I've had a problem with a Nespresso machine that I bought and then they told me that your partner didn't have it.,-0.4019
83326,Not a Defect,0.0,"Ambiguous announcement goes wrong Contact lenses are positive, for hypermetropia, or negative, for myopia. I have hypermetropia, I need positive lenses. Negative lenses were delivered. No one answers me to solve.",-0.5719
83330,Quality Issue,2.67,The delivered product didn't last a week and presented defect...,-0.34
83339,Fulfillment Error,3.5,I'll return the product The product is not what I thought it was.,0.0
83353,Logistics Issue,3.29,"I haven't received the product yet, I'm very dissatisfied!!!",-0.5816
83390,Fulfillment Error,3.5,I bought a white helmet and a blue one came.,0.0
83407,Fulfillment Error,3.19,"I bought the kit cart and baby comfort, but the baby comfort did not arrive. It was to have come together, p/q did not come?",0.6124
83413,Fulfillment Error,3.75,"I bought two carpets together and only got one, I only have one tracking code and in the package only one unit came. The product is good, but I feel wrong.",-0.4939
83415,Fulfillment Error,3.68,Regular The product I received was the same as advertised. I have already emailed and made a complaint on the site. I am waiting for an answer!,-0.3595
83420,Fulfillment Error,3.5,I bought the Tonner from this store based on the advertisement and the photo of the Chinamate manufacturer product what I received was from another brand. If I was willing to buy from the brand I received I had to buy from another seller,0.0
83427,Critical Failure,4.76,I didn't get the product but it was refunded the value of the product...,0.4767
83443,Logistics Issue,3.0,It takes a long time.,0.0
83449,Fulfillment Error,3.79,I am awaiting the resolution of my demand for product failure.,-0.5859
83450,Fulfillment Error,3.14,"Look, I really liked the stuff you have in the store, and it's a shame that the dumpster wasn't what I expected, but it's beautiful, so I gave it to my sister who moved in now.",0.7224
83463,Not a Defect,0.0,Recommend,0.3612
83466,Logistics Issue,3.15,"I bought it with 16 working days for delivery, it took almost 30 days, I tried to count with the targaryen and I had no answer.",-0.296
83474,Logistics Issue,2.98,"I didn't get any support from targaryen about the product, only stark informed me about it. I don't know what the issue of my card and the value change will be.",0.0366
83475,Logistics Issue,3.0,I'll wait for the post office to be late.,0.0
83480,Not a Defect,0.0,♪ Beautiful I've loved ♪,0.8316
83485,Logistics Issue,3.04,"Bad care First and Last time I buy with this store, I bought a cavalette table on the day 02/08/2018 , today we are on the day 24/08/2018 and my table has not yet been delivered , I can not contact the store",-0.0772
83490,Logistics Issue,2.88,did not meet the deadline They did not meet the deadline for delivery and did not notify the delay.,0.2411
83499,Fulfillment Error,3.07,"I recommend, because the product purchased is very beautiful and with great finish... mass... came a unit with broken glass. And now? Who can solve this small problem? Thank you... :))",0.8642
83502,Not a Defect,0.0,I don't know what happened.,0.0
83514,Logistics Issue,3.26,"So far I'm waiting for the delivery of the goods, company failed to meet the date.",-0.5106
83525,Logistics Issue,3.27,"The product hasn't arrived yet, and I don't have any information about it. Total cash! In traceability only appears ""difficulties in delivery"", without giving any deadline...",-0.5466
83543,Logistics Issue,3.15,"I didn't get the product I didn't get the and neither did the post office notices eb no phone call, I didn't know I would have to check email, because the delivery fee was included",-0.296
83547,Fulfillment Error,3.55,"I had a very big disorder regarding the purchase that I made of 02 luminaires half purple moon, was sent only 01 and after 40 days delivery deadline informed that they were going to return the credit.",-0.0972
83551,Fulfillment Error,3.74,Wrong product Other product came,-0.4767
83559,Fulfillment Error,3.74,The control came wrong I ordered home theater control from Philco 660n and came LE- 798. How do I trade?,-0.4767
83563,Service Defect,1.88,Regular The website does not notify that the product is imported with instructions manual all in English. I ask: Will I have the guarantee that it is normally given by the manufacturer?,0.25
83567,Not a Defect,0.0,"Incomplete request I received my incomplete request, although the note counted the 2 products according to purchase and payment, in the box there were only 1 of the products purchased. It is worth noting that the package was not violated.",0.5684
83571,Not a Defect,0.0,I paid for the product and did not receive,0.0
83599,Fulfillment Error,3.62,The product is not original. It is not a Tom Dixon as the ad says. And the wire is not suitable for pendants.,-0.2411
83601,Fulfillment Error,3.65,the product came incomplete missing the handle that will hang on the ceiling I have already sent two messages and so far I have not had redo,-0.296
83615,Logistics Issue,3.0,"I have not yet received the product, although it appears on the site as delivered.",0.0
83623,Fulfillment Error,3.66,I got another product in place....the tax note came correct with the description but when I opened the package they sent a glass cake plate with lid. I'm waiting for Lannister to solve the problem.,-0.3291
83626,Not a Defect,0.0,I just didn't like the delivery.,-0.2755
83629,Fulfillment Error,3.5,product not delivered,0.0
83632,Fulfillment Error,3.58,"I've already made a complaint and so far I haven't been answered. I paid for two sets of queen sheets, came on note 2, but only packed and sent 1 game.",-0.1531
83635,Quality Issue,2.68,The fabric sucks.,-0.3612
83640,Fulfillment Error,3.5,I made the product order in black and received it in brown,0.0
83645,Logistics Issue,2.95,"I ask for help to solve this problem. I have not received the product until now, after 2 months of the order.",0.0964
83655,Quality Issue,2.85,Bad Product Watch with Defect,-0.7096
83657,Fulfillment Error,3.5,??? Size delivered does not match that of the site.,0.0
83666,Not a Defect,0.0,"Product of terrible quality, I don't recommend there is anyone, I'm revolting with the product I received.",-0.6381
83668,Not a Defect,0.0,I bought the Product described above (ORIGINAL) and received the recycled product. I only used it for urgency.,0.4648
83671,Logistics Issue,3.0,the product got held up in the mail I didn't have any way to pick up on time,0.0
83675,Logistics Issue,2.74,Service can be improved!,0.5255
83687,Service Defect,1.9,I never bought again. I found a lack of respect with the buyer.,0.2023
83692,Logistics Issue,3.33,"Just one thing that got me confused they delivered the note first and then the product, and then I thought the order had been delivered wrong.",-0.6597
83694,Fulfillment Error,3.5,I didn't get the product and I paid for it.,0.0
83708,Fulfillment Error,3.5,"It wasn't what I expected I bought the whole black watch, with black lock, but it came with silver lock, and I bought it with MVTM name written inside the watch, it came without the name, in the black lock photo, and with MVTM name, it didn't come this way",0.0
83731,Logistics Issue,3.0,"Of all the orders I've made, that's the first one I don't get!",0.0
83732,Logistics Issue,3.2,"Since the 21st I expect the delivery of the product, I am needing and do not give me satisfaction!",-0.4015
83738,Not a Defect,0.0,The product is good The only flaw in my opinion is the material that covers the interior that leaves the clothes full of figs if it's a black suit or not!! It's going to be filled with white figs. But the product itself is good,0.7494
